LearningArea,Subject,Pathway,Sequence,Level,Strand,Substrand,CdCode,ContentDesc,CCP
Languages,German,,Years F–10 Sequence,Years 3 and 4,Understanding,Language variation and change,ACLGEU134,"Recognise some of the common variations in German as it is used in different contexts by different people[Key concepts: variation, register; Key processes: noticing, comparing, exploring]",
Languages,German,,Years F–10 Sequence,Years 3 and 4,Understanding,Language variation and change,ACLGEU135,"Recognise that German and English are related languages and that German is an important European and global language[Key concepts: global language, culture, identity; Key processes: identifying, exploring, researching]",
Languages,German,,Years F–10 Sequence,Years 3 and 4,Understanding,Role of language and culture,ACLGEU136,"Make connections between culture and language use, for example, by identifying vocabulary and expressions that reflect cultural values, traditions or practices[Key concepts: connections, values, traditions; Key processes: identifying, describing]",
Languages,German,,Years F–10 Sequence,Years 5 and 6,Communicating,Socialising,ACLGEC137,"Interact using descriptive and expressive language to share information about daily life, relate experiences and express feelings[Key concepts: school, home, routines, relationships; Key processes: listening, describing] ",
Languages,German,,Years F–10 Sequence,Years 5 and 6,Communicating,Socialising,ACLGEC138,"Participate in guided tasks such as planning and organising events and completing transactions[Key concepts: collaboration, organisation, responsibility; Key processes: organising, planning, budgeting]",
Languages,German,,Years F–10 Sequence,Years 5 and 6,Communicating,Socialising,ACLGEC139,"Use simple questions, statements and responses to participate in and support classroom interactions and learning activities, and to indicate understanding and monitor own learning[Key concepts: process, progress, outcome; Key processes: discussing, monitoring, reflecting]",
Languages,German,,Years F–10 Sequence,Years 5 and 6,Communicating,Informing,ACLGEC140,"Gather, compare and respond to information from different sources relating to social and natural worlds[Key concepts: environment, lifestyles, relationships; Key processes: researching, collating, reading, viewing]",
Languages,German,,Years F–10 Sequence,Years 5 and 6,Communicating,Informing,ACLGEC141,"Convey information and opinions in different formats to suit specific audiences and purposes, selecting appropriate print and multimodal elements[Key concepts: youth issues, audience; Key processes: representing, transposing, comparing]",
Languages,German,,Years F–10 Sequence,Years 5 and 6,Communicating,Creating,ACLGEC142,"Share and compare responses to characters, events and ideas in imaginative texts, making connections with own experience and feelings[Key concepts: plot, mood, character; Key processes: recounting, describing, sequencing] ",
Languages,German,,Years F–10 Sequence,Years 5 and 6,Communicating,Creating,ACLGEC143,"Present, reinterpret or create alternative versions of imaginative texts, adapting events, characters or settings[Key concepts: imagination, adaptation, character, setting; Key processes: imagining, creating, interpreting]",
Languages,German,,Years F–10 Sequence,Years 5 and 6,Communicating,Translating,ACLGEC144,"Explain aspects of German language and culture for family or peers, noticing that there are not always equivalent expressions in English[Key concepts: equivalence, meaning; Key processes: interpreting, explaining, predicting] ",
Languages,German,,Years F–10 Sequence,Years 5 and 6,Communicating,Translating,ACLGEC145,"Create a range of bilingual texts such as notices, announcements, photo stories, dialogues and instructions for language learning and the school community[Key concepts: bilingualism, meaning; Key processes: translating, selecting, connecting]",
Languages,German,,Years F–10 Sequence,Years 5 and 6,Communicating,Reflecting,ACLGEC146,"Engage in intercultural interactions, describing aspects of language and culture that are unfamiliar or uncomfortable, and discussing own reactions and adjustments[Key concepts: language, culture, reaction; Key processes: observing, evaluating, reflecting]",
Languages,German,,Years F–10 Sequence,Years 5 and 6,Communicating,Reflecting,ACLGEC147,"Reflect on aspects of own identity and language use, commenting on and suggesting reasons for what is similar/different and easy/difficult[Key concepts: reflection, perception; Key processes: reflecting, analysing, comparing]",
Languages,German,,Years F–10 Sequence,Years 5 and 6,Understanding,Systems of language,ACLGEU148,"Explain and apply basic rules for German pronunciation, intonation, spelling and punctuation[Key concepts: pronunciation, writing systems, punctuation; Key processes: spelling, making connections, applying rules]",
Languages,German,,Years F–10 Sequence,Years 5 and 6,Understanding,Systems of language,ACLGEU149,"Develop and apply knowledge of German grammatical elements such as verb tenses, modal verbs and case, combining them with an increasing range of nouns, adjectives and adverbs to construct sentences[Key concepts: verb tenses and forms, variation, metalanguage; Key processes: applying, noticing patterns, understanding] ",
Languages,German,,Years F–10 Sequence,Years 5 and 6,Understanding,Systems of language,ACLGEU150,"Recognise that different types of texts, such as narratives, recounts and informative and procedural texts, have certain conventions and can take different forms depending on the context in which they are produced[Key concepts: context, audience, functionality; Key processes: identifying, classifying, transforming] ",
Languages,German,,Years F–10 Sequence,Years 5 and 6,Understanding,Language variation and change,ACLGEU151,"Recognise that there are variations in German as it is used in different contexts by different people, such as formal/informal register and regional variations[Key concepts: variation, place, identity; Key processes: observing, comparing, analysing] ",
Languages,German,,Years F–10 Sequence,Years 5 and 6,Understanding,Language variation and change,ACLGEU152,"Understand why language is important and recognise that languages and cultures change over time and influence one another[Key concepts: change, borrowing, impact; Key processes: discovering, exploring, understanding]",
Languages,German,,Years F–10 Sequence,Years 5 and 6,Understanding,Role of language and culture,ACLGEU153,"Understand that own and others’ language use is shaped by and reflects the values, ideas and norms of a community[Key concepts: norms, values; Key processes: observing, comparing, connecting]",
Languages,German,,Years F–10 Sequence,Years 7 and 8,Communicating,Socialising,ACLGEC154,"Initiate and participate in interactions with peers and adults to discuss and exchange views and experiences[Key concepts: neighbourhood, school, leisure; Key processes: discussing, commenting, comparing] ",
